1,CLASSIC AND VINTAGE,,,,,,,
2,,,,,,,,
62,CHAMPS-ÉLYSÉES,LEMON JUICE,,JUICE (LEMON),141,a coupe. Garnish with the lemon twist.,,
63,CHAMPS-ÉLYSÉES,CANE SUGAR SYRUP,,SYRUP (CANE SUGAR),141,,,
64,CHAMPS-ÉLYSÉES,ANGOSTURA BITTERS,,BITTERS (AROMATIC),141,,,
65,,,,,,,,
66,CHARLESTON COCKTAIL,ANCHOR JUNIPERO GIN,,GIN (LONDON DRY),141,"Stir all the ingredients over ice, then strain into a",,
67,CHARLESTON COCKTAIL,MASSENEZ KIRSCH VIEUX CHERRY BRANDY,,BRANDY (CHERRY),141,coupe. No garnish.,,
68,CHARLESTON COCKTAIL,DOLIN DRY VERMOUTH,,VERMOUTH (DRY),141,,,
69,CHARLESTON COCKTAIL,PUNT E MES,,VERMOUTH (SWEET),141,,,
70,CHARLESTON COCKTAIL,GABRIEL BOUDIER CURAÇAO,,LIQUEUR (ORANGE),141,,,
71,CHARLESTON COCKTAIL,MARASKA MARASCHINO LIQUEUR,,LIQUEUR (CHERRY),141,,,
72,,,,,,,,
73,COBRA’S FANG,APPLETON ESTATE RESERVE RUM,,RUM (JAMAICAN),141,GARNISH: 1 MINT SPRIG AND 1 LIME WHEEL,,
74,COBRA’S FANG,EL DORADO 151 RUM,,RUM (DEMERARA OVERPROOF),141,"Short shake all the ingredients with 3 ice cubes,",,
75,COBRA’S FANG,MASSENEZ CRÈME DE PÊCHE PEACH LIQUEUR,,LIQUEUR (PEACH),141,then strain into a tiki mug filled with crushed ice.,,
76,COBRA’S FANG,VIEUX PONTARLIER ABSINTHE,,ABSINTHE,141,Garnish with the mint sprig and lime wheel and,,
77,COBRA’S FANG,LIME JUICE,,JUICE (LIME),141,serve with a straw.,,
78,COBRA’S FANG,ORANGE JUICE,,JUICE (ORANGE),141,,,
79,COBRA’S FANG,PASSION FRUIT SYRUP,,SYRUP (PASSION FRUIT),141,,,
80,COBRA’S FANG,CINNAMON BARK SYRUP,,SYRUP (CINNAMON),141,,,
81,COBRA’S FANG,GINGER SYRUP,,SYRUP (GINGER),141,,,
82,COBRA’S FANG,ANGOSTURA BITTERS,,BITTERS (AROMATIC),141,,,
83,,,,,,,,
84,CORPSE REVIVER #2,BEEFEATER LONDON DRY GIN,,GIN (LONDON DRY),141,"Shake all the ingredients with ice, then strain into",,
85,CORPSE REVIVER #2,COINTREAU,,LIQUEUR (ORANGE),141,a coupe. No garnish.,,
86,CORPSE REVIVER #2,LILLET BLANC,,APPERITIF (LILLET BLANC),141,,,
87,CORPSE REVIVER #2,VIEUX PONTARLIER ABSINTHE,,ABSINTHE,141,,,
88,CORPSE REVIVER #2,LEMON JUICE,,JUICE (LEMON),141,,,
89,,,,,,,,
90,DAIQUIRI,FLOR DE CAÑA EXTRA-DRY WHITE RUM,,RUM (SPANISH WHITE),141,GARNISH: 1 LIME WEDGE,,
91,DAIQUIRI,LIME JUICE,,JUICE (LIME),141,"Shake all the ingredients with ice, then strain into",,
92,DAIQUIRI,CANE SUGAR SYRUP,,SYRUP (CANE SUGAR),141,a coupe. Garnish with the lime wedge.,,
93,,,,,,,,
94,DARK AND STORMY,GOSLINGS BLACK SEAL RUM,,RUM (ENGLISH),142,GARNISH: 1 LIME WHEEL AND CANDIED,,
95,DARK AND STORMY,LIME JUICE,,JUICE (LIME),142,GINGER FLAG,,
96,DARK AND STORMY,GINGER SYRUP,,SYRUP (GINGER),142,"In a shaker, combine all the ingredients (except",,
97,,CLUB SODA,,SODA,,the club soda) and whip (shake with a few pieces,,
98,,,,,,of crushed ice just until the ingredients are,,
99,,,,,,incorporated). Strain into a highball glass filled with,,
100,,,,,,ice cubes. Top with club soda. Garnish with the,,
101,,,,,,lime wheel and candied ginger flag and serve with,,
102,,,,,,a straw.,,
103,,,,,,,,
104,DIAMONDBACK,RITTENHOUSE 100 RYE,,WHISKEY (RYE),142,"Stir all the ingredients over ice, then strain into a",,
105,DIAMONDBACK,LAIRD’S BONDED APPLE BRANDY,,BRANDY (APPLE),142,Nick & Nora glass.,,
106,DIAMONDBACK,YELLOW CHARTREUSE,,CHARTREUSE (YELLOW),142,,,
107,,,,,,,,
108,FANCY-FREE,RITTENHOUSE 100 RYE,,WHISKEY (RYE),142,GARNISH: 1 ORANGE TWIST,,
109,FANCY-FREE,LUXARDO MARASCHINO LIQUEUR,,LIQUEUR (CHERRY),142,"Stir all the ingredients over ice, then strain into",,
110,FANCY-FREE,ANGOSTURA BITTERS,,BITTERS (AROMATIC),142,"double rocks glass over 1, large ice cube. Garnish",,
111,FANCY-FREE,HOUSE ORANGE BITTERS,,BITTERS (ORANGE),142,with the orange twist.,,
112,,,,,,,,
113,FITZGERALD,BEEFEATER LONDON DRY GIN,,GIN (LONDON DRY),142,"GARNISH: 1, LEMON WEDGE",,
114,FITZGERALD,LEMON JUICE,,JUICE (LEMON),142,"Shake all the ingredients with ice, then strain into",,
115,FITZGERALD,SIMPLE SYRUP,,SYRUP (SIMPLE),142,a double rocks glass. Garnish with the lemon,,
116,FITZGERALD,ANGOSTURA BITTERS,,BITTERS (AROMATIC),142,wedge.,,
117,,,,,,,,
118,FLAMENCO,LUSTAU AMONTILLADO SHERRY,,SHERRY (AMONTILLADO),142,"Shake all the ingredients with ice, then strain into",,
119,FLAMENCO,BOLS GENEVER,,GIN (GENEVER),142,a coupe. No garnish.,,
120,FLAMENCO,ORANGE JUICE,,JUICE (ORANGE),142,,,
121,FLAMENCO,LEMON JUICE,,JUICE (LEMON),142,,,
122,FLAMENCO,ORGEAT,,SYRUP (ORGEAT),142,,,
123,FLAMENCO,ANGOSTURA BITTERS,,BITTERS (AROMATIC),142,,,
124,,,,,,,,
125,FRENCH 75,PLYMOUTH GIN,,GIN (PLYMOUTH),143,GARNISH: 1 LEMON TWIST,,
126,FRENCH 75,LEMON JUICE,,JUICE (LEMON),143,Shake all the ingredients (except the champagne),,
127,FRENCH 75,CANE SUGAR SYRUP,,SYRUP (CANE SUGAR),143,"with ice, then double strain into a flute. Top with",,
128,FRENCH 75,DRY CHAMPAGNE,,WINE (SPARKLING),143,champagne and garnish with the lemon twist.,,
129,,,,,,,,
130,FRENCH 95,BUFFALO TRACE BOURBON,,WHISKEY (BOURBON),143,Short shake all the ingredients (except the,,
131,FRENCH 95,LEMON JUICE,,JUICE (LEMON),143,"champagne) with 3 ice cubes, then strain into a",,
132,FRENCH 95,CANE SUGAR SYRUP,,SYRUP (CANE SUGAR),143,fizz glass over 2 ice cubes. Top with champagne.,,
133,FRENCH 95,DRY CHAMPAGNE,,WINE (SPARKLING),143,No garnish.,,
134,,,,,,,,
135,GIMLET,PERRY’S TOT NAVY-STRENGTH GIN,,GIN (AMERICAN),143,GARNISH: 1 LIME WEDGE,,
136,GIMLET,TOBY’S LIME CORDIAL,,CORDIAL (LIME),143,"Shake the gin and lime cordial with ice, then",,
137,,,,,,strain into a double rocks glass over cracked ice.,,
138,,,,,,Garnish with the lime wedge.,,
139,,,,,,,,
140,GIN FIZZ,BEEFEATER LONDON DRY GIN,,GIN (LONDON DRY),143,Dry shake all the ingredients (except the club,,
141,GIN FIZZ,LEMON JUICE,,JUICE (LEMON),143,"soda), then shake again with ice. Double strain",,
142,GIN FIZZ,SIMPLE SYRUP,,SYRUP (SIMPLE),143,into a fizz glass and top with club soda. No,,
143,GIN FIZZ,EGG WHITE,,EGG (WHITE),143,garnish.,,
144,GIN FIZZ,CLUB SODA,,SODA,143,,,
145,,,,,,,,
146,GIN RICKEY,BEEFEATER LONDON DRY GIN,,GIN (LONDON DRY),143,GARNISH: 1 LIME WEDGE,,
147,GIN RICKEY,LIME JUICE,,JUICE (LIME),143,Short shake all the ingredients (except the club,,
148,GIN RICKEY,SIMPLE SYRUP,,SYRUP (SIMPLE),143,"soda) with 3 ice cubes, then strain into a highball",,
149,GIN RICKEY,CLUB SODA,,SODA,143,glass filled with ice cubes. Top with club soda.,,
150,,,,,,Garnish with the lime wedge.,,
151,,,,,,,,
152,GRASSHOPPER,MINT LEAVES,,MINT,143,GARNISH: 1 MINT LEAF,,
153,GRASSHOPPER,MARIE BRIZARD WHITE CRÈME DE MENTHE,,LIQUEUR (CRÈME DE MENTHE),143,"In a shaker, gently muddle the mint. Add the",,
154,GRASSHOPPER,MARIE BRIZARD WHITE CRÈME DE CACAO,,LIQUEUR (CRÈME DE CACAO),143,"remaining ingredients and shake with ice, then",,
155,GRASSHOPPER,HEAVY CREAM,,CREAM (HEAVY),143,double strain into a coupe. Garnish with the mint,,
156,,,,,,leaf.,,
157,,,,,,,,
158,HANKY-PANKY,FORDS GIN,,GIN (LONDON DRY),144,GARNISH: LEMON TWIST,,
159,HANKY-PANKY,CONTRATTO AMERICANO ROSSO VERMOUTH,,VERMOUTH (SWEET),144,"Stir all the ingredients over ice, then strain into a",,
160,HANKY-PANKY,CARPANO ANTICA FORMULA VERMOUTH,,VERMOUTH (SWEET),144,Nick & Nora glass. Garnish with the lemon twist.,,
161,HANKY-PANKY,FERNET-BRANCA,,AMARO (FERNET),144,,,
162,,,,,,,,
163,HONEYSUCKLE,FLOR DE CAÑA EXTRA-DRY WHITE RUM,,RUM (SPANISH WHITE),144,GARNISH: 1 LIME WEDGE,,
164,HONEYSUCKLE,LIME JUICE,,JUICE (LIME),144,"Shake all the ingredients with ice, then strain into",,
165,HONEYSUCKLE,ACACIA HONEY SYRUP,,SYRUP (HONEY),144,a coupe. Garnish with the lime wedge.,,
166,,,,,,,,
167,JACK ROSE,LAIRD’S BONDED APPLE BRANDY,,BRANDY (APPLE),144,GARNISH: 1 APPLE FAN,,
168,JACK ROSE,BUSNEL VSOP CALVADOS,,BRANDY (APPLE),144,"Shake all the ingredients with ice, then strain into",,
169,JACK ROSE,LEMON JUICE,,JUICE (LEMON),144,a coupe. Garnish with the apple fan.,,
170,JACK ROSE,LIME JUICE,,JUICE (LIME),144,,,
171,JACK ROSE,GRENADINE,,SYRUP (GRENADINE),144,,,
172,,,,,,,,
173,LA ROSITA,EL TESORO REPOSADO TEQUILA,,AGAVE (TEQUILA REPOSADO),144,GARNISH: 1 ORANGE TWIST,,
174,LA ROSITA,CAMPARI,,AMARO (APERITIVO),144,"Stir all the ingredients over ice, then strain into a",,
175,LA ROSITA,COCCHI VERMOUTH DI TORINO,,VERMOUTH (SWEET),144,Nick & Nora glass. Garnish with the orange twist.,,
176,LA ROSITA,DOLIN DRY VERMOUTH,,VERMOUTH (DRY),144,,,
177,LA ROSITA,ANGOSTURA BITTERS,,BITTERS (AROMATIC),144,,,
178,,,,,,,,
179,LAST WORD,BEEFEATER LONDON DRY GIN,,GIN (LONDON DRY),144,"Shake all the ingredients with ice, then strain into",,
180,LAST WORD,GREEN CHARTREUSE,,CHARTREUSE (GREEN),144,a coupe. No garnish.,,
181,LAST WORD,LUXARDO MARASCHINO LIQUEUR,,LIQUEUR (CHERRY),144,,,
182,LAST WORD,LIME JUICE,,JUICE (LIME),144,,,
183,,,,,,,,
184,LUCIEN GAUDIN,TANQUERAY LONDON DRY GIN,,GIN (LONDON DRY),144,GARNISH: 1 LEMON TWIST,,
185,LUCIEN GAUDIN,DOLIN DRY VERMOUTH,,VERMOUTH (DRY),144,"Stir all the ingredients over ice, then strain into a",,
186,LUCIEN GAUDIN,CAMPARI,,AMARO (APERITIVO),144,Nick & Nora glass. Garnish with the lemon twist.,,
187,LUCIEN GAUDIN,COINTREAU,,LIQUEUR (ORANGE),144,,,
188,,,,,,,,
189,MAI TAI,LIME WEDGE,,FRUIT (LIME),144,GARNISH: 1 MINT BOUQUET,,
190,MAI TAI,EL DORADO 15-YEAR RUM,,RUM (DEMERARA),144,Squeeze a lime wedge into a shaker and drop it,,
191,MAI TAI,APPLETON ESTATE V/X RUM,,RUM (JAMAICAN),144,in. Add the remaining ingredients and short shake,,
192,MAI TAI,LA FAVORITE RHUM AGRICOLE BLANC,,RUM (AGRICOLE BLANC),144,with 3 ice cubes. Strain into a snifter filled with,,
193,MAI TAI,RHUM CLÉMENT CRÉOLE SHRUBB,,LIQUEUR (ORANGE),144,crushed ice. Garnish with the mint bouquet and,,
194,MAI TAI,LIME JUICE,,JUICE (LIME),144,serve with a straw.,,
195,MAI TAI,ORGEAT,,SYRUP (ORGEAT),144,,,
196,MAI TAI,ANGOSTURA BITTERS,,BITTERS (AROMATIC),144,,,
197,,,,,,,,
198,MANHATTAN,RITTENHOUSE 100 RYE,,WHISKEY (RYE),145,GARNISH: 1 BRANDIED CHERRY,,
199,MANHATTAN,HOUSE SWEET VERMOUTH,,VERMOUTH (SWEET),145,"Stir all the ingredients over ice, then strain into a",,
200,MANHATTAN,ANGOSTURA BITTERS,,BITTERS (AROMATIC),145,coupe. Garnish with the cherry.,,
201,,,,,,,,
202,MARGARITA,KOSHER SALT,,SALT,145,GARNISH: 1 LIME WEDGE,,
203,MARGARITA,SIEMBRA AZUL BLANCO TEQUILA,,AGAVE (TEQUILA BLANCO),145,Rim half of a double rocks glass with salt. Shake,,
204,MARGARITA,COINTREAU,,LIQUEUR (ORANGE),145,"all the ingredients with ice, then strain into the",,
205,MARGARITA,LIME JUICE,,JUICE (LIME),145,rimmed glass over ice cubes. Garnish with the lime,,
206,MARGARITA,AGAVE NECTAR,,SYRUP (AGAVE NECTAR),145,wedge.,,
207,,,,,,,,
208,MARTINEZ,HAYMAN’S OLD TOM GIN,,GIN (OLD TOM),145,GARNISH: 1 LEMON TWIST,,
209,MARTINEZ,RANSOM OLD TOM GIN,,GIN (OLD TOM),145,"Stir all the ingredients over ice, then strain into a",,
210,MARTINEZ,HOUSE SWEET VERMOUTH,,VERMOUTH (SWEET),145,Nick & Nora glass. Garnish with the lemon twist.,,
211,MARTINEZ,LUXARDO MARASCHINO LIQUEUR,,LIQUEUR (CHERRY),145,,,
212,MARTINEZ,MASSENEZ KIRSCH VIEUX CHERRY BRANDY,,BRANDY (CHERRY),145,,,
213,MARTINEZ,HOUSE ORANGE BITTERS,,BITTERS (ORANGE),145,,,
214,,,,,,,,
215,MARTINI,PLYMOUTH BEEFEATER LONDON DRY OR TANQUERAY LONDON DRY GIN,,GIN (LONDON DRY),145,GARNISH: 1 LEMON TWIST,,
216,MARTINI,DOLIN DRY VERMOUTH,,VERMOUTH (DRY),145,"Stir all the ingredients over ice, then strain into a",,
217,MARTINI,HOUSE ORANGE BITTERS,,BITTERS (ORANGE),145,martini glass. Garnish with the lemon twist.,,
218,,,,,,,,
219,MEXICAN FIRING SQUAD,TAPATIO 110 BLANCO TEQUILA,,AGAVE (TEQUILA BLANCO),145,GARNISH: 1 LIME WHEEL AND CHERRY FLAG,,
220,MEXICAN FIRING SQUAD,LIME JUICE,,JUICE (LIME),145,Fill a highball glass with cracked ice. Short shake,,
221,MEXICAN FIRING SQUAD,CANE SUGAR SYRUP,,SYRUP (CANE SUGAR),145,"all the ingredients with 3 ice cubes, then strain",,
222,MEXICAN FIRING SQUAD,GRENADINE,,SYRUP (GRENADINE),145,into the glass. Garnish with the lime wheel and,,
223,MEXICAN FIRING SQUAD,BITTERMENS HELLFIRE HABANERO SHRUB,,SHRUB (HABANERO),145,cherry flag and serve with a straw.,,
224,,,,,,,,
225,MINT JULEP,BAKER’S BOURBON,,WHISKEY (BOURBON),147,GARNISH: 1 MINT BOUQUET,,
226,MINT JULEP,SIMPLE SYRUP,,SYRUP (SIMPLE),147,Put the bourbon and simple syrup in a julep tin.,,
227,,,,,,Fill the tin halfway with crushed ice. Stir with a,,
228,,,,,,"TEASPOON,, churning the ice as you go, for about",,
229,,,,,,"10 seconds, holding the tin by the rim so the",,
230,,,,,,entire tin can eventually frost up. Add more,,
231,,,,,,crushed ice to fill the drink two-thirds full and stir,,
232,,,,,,until the tin is completely frosted. Add more ice to,,
233,,,,,,form a cone above the rim. Garnish with the mint,,
234,,,,,,bouquet in the center of the ice and serve with a,,
235,,,,,,straw.,,
236,,,,,,,,
237,MOJITO,MINT LEAVES,,MINT,147,GARNISH: 1 MINT BOUQUET,,
238,MOJITO,SIMPLE SYRUP,,SYRUP (SIMPLE),147,"In a shaker, gently muddle the mint and simple",,
239,MOJITO,CAÑA BRAVA RUM,,RUM (SPANISH WHITE),147,syrup. Add the remaining ingredients and whip,,
240,MOJITO,LIME JUICE,,JUICE (LIME),147,(shake with a few pieces of crushed ice just until,,
241,MOJITO,ANGOSTURA BITTERS,,BITTERS (AROMATIC),147,the ingredients are incorporated). Dump into and,,
242,,,,,,double rocks glass and fill the glass with crushed,,
243,,,,,,ice. Garnish with the mint bouquet in the center,,
244,,,,,,of the ice and serve with a straw.,,
245,,,,,,,,
246,MOSCOW MULE,CHARBAY VODKA,,VODKA,147,GARNISH: 1 LIME WHEEL AND CANDIED,,
247,MOSCOW MULE,LIME JUICE,,JUICE (LIME),147,GINGER FLAG,,
248,MOSCOW MULE,GINGER SYRUP,,SYRUP (GINGER),147,Short shake all the ingredients (except the club,,
249,MOSCOW MULE,CLUB SODA,,SODA,147,"soda) with 3 ice cubes, then strain into a highball",,
250,,,,,,glass filled with ice cubes. Top with club soda.,,
251,,,,,,Garnish with the lime wheel and candied ginger,,
252,,,,,,flag and serve with a straw.,,
253,,,,,,,,
254,MUDSLIDE FLIP,REDBREAST 12-YEAR IRISH WHISKEY,,WHISKEY (IRISH),147,GARNISH: DARK CHOCOLATE,,
255,MUDSLIDE FLIP,COFFEE-INFUSED CARPANO ANTICA FORMULA VERMOUTH,INFUSION,VERMOUTH (SWEET),147,"Short shake all the ingredients with 3 ice cubes,",,
256,MUDSLIDE FLIP,DEMERARA SYRUP,,SYRUP (DEMERARA),147,then strain into a pilsner glass filled with crushed,,
257,MUDSLIDE FLIP,EGG YOLK,,EGG (YOLK),147,ice. Coarsely grate some dark chocolate over the,,
258,MUDSLIDE FLIP,HEAVY CREAM,,CREAM (HEAVY),147,drink and serve with a straw.,,
259,MUDSLIDE FLIP,ANGOSTURA BITTERS,,BITTERS (AROMATIC),147,,,
260,,,,,,,,
261,NEGRONI,TANQUERAY LONDON DRY GIN,,GIN (LONDON DRY),147,GARNISH: 1 ORANGE TWIST,,
262,NEGRONI,CAMPARI,,AMARO (APERITIVO),147,"Stir all the ingredients over ice, then strain into a",,
263,NEGRONI,HOUSE SWEET VERMOUTH,,VERMOUTH (SWEET),147,double rocks glass. Garnish with the orange twist.,,
264,,,,,,,,
265,OLD-FASHIONED,EAGLE RARE 10-YEAR BOURBON,,WHISKEY (BOURBON),147,GARNISH: 1 ORANGE TWIST AND 1 LEMON TWIST,,
266,OLD-FASHIONED,DEMERARA SYRUP,,SYRUP (DEMERARA),147,"Stir all the ingredients over ice, then strain into a",,
267,OLD-FASHIONED,ANGOSTURA BITTERS,,BITTERS (AROMATIC),147,"double rocks glass over 1, large ice cube. Garnish",,
268,OLD-FASHIONED,BITTER TRUTH AROMATIC BITTERS,,BITTERS (AROMATIC),147,with the orange and lemon twists.,,
269,,,,,,,,
270,OLD PAL,RITTENHOUSE 100 RYE,,WHISKEY (RYE),148,GARNISH: 1 LEMON TWIST,,
271,OLD PAL,CAMPARI,,AMARO (APERITIVO),148,"Stir all the ingredients over ice, then strain into a",,
272,OLD PAL,DOLIN DRY VERMOUTH,,VERMOUTH (DRY),148,Nick & Nora glass. Garnish with the lemon twist.,,
273,,,,,,,,
274,PALOMA,KOSHER SALT,,SALT,148,GARNISH: 1 LIME WHEEL,,
275,PALOMA,LIME,,FRUIT (LIME),148,Rim a highball glass with kosher salt. Squeeze the,,
276,PALOMA,EL TESORO PLATINUM TEQUILA,,AGAVE (TEQUILA BLANCO),148,"lime into a shaker and drop it in. Add the tequila,",,
277,PALOMA,GRAPEFRUIT JUICE,,JUICE (GRAPEFRUIT),148,"grapefruit juice, and simple syrup and short shake",,
278,PALOMA,SIMPLE SYRUP,,SYRUP (SIMPLE),148,with 3 ice cubes. Strain into a highball glass filled,,
279,PALOMA,SAN PELLEGRINO POMPELMO GRAPEFRUIT SODA,,SODA (GRAPEFRUIT),148,with ice cubes and top with grapefruit soda.,,
280,,,,,,Garnish with the lime wheel and serve with a,,
281,,,,,,straw.,,
282,,,,,,,,
283,PENDENNIS CLUB COCKTAIL,PLYMOUTH GIN,,GIN (PLYMOUTH),148,GARNISH: 1 LIME WEDGE,,
284,PENDENNIS CLUB COCKTAIL,PENDENNIS MIX,,MIX (PENDENNIS MIX),148,"Shake all the ingredients with ice, then strain into",,
285,PENDENNIS CLUB COCKTAIL,LIME JUICE,,JUICE (LIME),148,a coupe. Garnish with the lime wedge.,,
286,PENDENNIS CLUB COCKTAIL,HOUSE PEYCHAUD’S BITTERS,,BITTERS (CREOLE),148,,,
287,,,,,,,,
288,PIÑA COLADA,SMITH & CROSS RUM,,RUM (JAMAICAN),148,GARNISH: 1 MINT BOUQUET,,
289,PIÑA COLADA,EL DORADO 151 RUM,,RUM (DEMERARA OVERPROOF),148,"Short shake all the ingredients with 3 ice cubes,",,
290,PIÑA COLADA,EL DORADO 3-YEAR RUM,,RUM (DEMERARA WHITE),148,then strain into a coconut mug filled with crushed,,
291,PIÑA COLADA,KALANI RON DE COCO COCONUT LIQUEUR,,LIQUEUR (COCONUT),148,ice. Garnish with the mint bouquet and serve with,,
292,PIÑA COLADA,PINEAPPLE JUICE,,JUICE (PINEAPPLE),148,a straw.,,
293,PIÑA COLADA,LIME JUICE,,JUICE (LIME),148,,,
294,PIÑA COLADA,COCO LOPEZ,,CREAM (COCONUT),148,,,
295,PIÑA COLADA,ANGOSTURA BITTERS,,BITTERS (AROMATIC),148,,,
296,,,,,,,,
297,PING-PONG COCKTAIL,PLYMOUTH SLOE GIN,,GIN (SLOE),148,GARNISH: 1 LEMON TWIST,,
298,PING-PONG COCKTAIL,DOLIN DRY VERMOUTH,,VERMOUTH (DRY),148,"Stir all the ingredients over ice, then strain into a",,
299,PING-PONG COCKTAIL,PUNT E MES,,VERMOUTH (SWEET),148,coupe. Garnish with the lemon twist.,,
300,PING-PONG COCKTAIL,HOUSE ORANGE BITTERS,,BITTERS (ORANGE),148,,,
